"region","sexo","edad","nhijos","ephijo","ytrabaj","ytrabajh","horas","tsec","esc","vector_id"
3,2,49,2,24,0,0,0,0,1,1878
3,2,49,0,0,0,0,0,0,1,1878
3,2,14,0,0,0,1500000,0,0,1,1879
3,2,16,1,16,0,0,0,0,1,1879
3,2,16,6,15,0,0,0,0,1,1879
3,2,16,0,0,0,0,0,0,1,1879
3,2,16,0,0,0,0,0,0,1,1879
3,2,14,0,0,0,1e+06,0,0,1,1880
3,2,16,1,16,0,0,0,0,1,1880
3,2,16,6,15,0,0,0,0,1,1880
3,2,16,0,0,0,0,0,0,1,1880
3,2,16,0,0,0,0,0,0,1,1880
3,2,47,0,0,0,5e+05,0,0,1,1881
3,2,49,3,21,0,0,0,0,1,1881
3,2,49,2,24,0,0,0,0,1,1881
3,2,49,0,0,0,0,0,0,1,1881
3,2,14,0,0,0,630000,0,0,1,1882
3,2,16,1,16,0,0,0,0,1,1882
3,2,16,6,15,0,0,0,0,1,1882
3,2,16,0,0,0,0,0,0,1,1882
3,2,16,0,0,0,0,0,0,1,1882
3,2,48,0,0,0,450000,0,0,1,1883
3,2,50,1,35,180000,180000,24,0,1,1883
3,2,50,2,22,0,0,0,0,1,1883
3,2,50,0,0,280000,280000,50,0,1,1883
3,2,50,0,0,260000,260000,45,0,1,1883
3,2,65,0,0,0,0,0,0,1,1884
3,2,67,3,17,0,0,0,0,1,1884
3,2,67,5,22,0,0,0,0,1,1884
3,2,45,0,0,0,698000,0,0,1,1885
3,2,47,3,16,2e+05,2e+05,30,0,1,1885
3,2,47,3,20,0,0,0,0,1,1885
3,2,14,0,0,0,698000,0,0,1,1886
3,2,16,1,16,0,0,0,0,1,1886
3,2,16,6,15,0,0,0,0,1,1886
3,2,16,0,0,0,0,0,0,1,1886
3,2,16,0,0,0,0,0,0,1,1886
3,2,14,0,0,0,450000,0,0,1,1887
3,2,16,1,16,0,0,0,0,1,1887
3,2,16,6,15,0,0,0,0,1,1887
3,2,16,0,0,0,0,0,0,1,1887
3,2,16,0,0,0,0,0,0,1,1887
3,2,14,0,0,0,5e+05,0,0,1,1888
3,2,16,1,16,0,0,0,0,1,1888
3,2,16,6,15,0,0,0,0,1,1888
3,2,16,0,0,0,0,0,0,1,1888
3,2,16,0,0,0,0,0,0,1,1888
3,2,15,0,0,0,4e+05,0,0,1,1889
3,2,17,1,15,0,0,0,0,1,1889
3,2,17,1,15,0,0,0,0,1,1889
3,2,17,0,0,0,0,0,0,1,1889
3,2,17,0,0,0,0,0,0,1,1889
3,2,14,0,0,0,910000,0,0,1,1890
3,2,16,1,16,0,0,0,0,1,1890
3,2,16,6,15,0,0,0,0,1,1890
3,2,16,0,0,0,0,0,0,1,1890
3,2,16,0,0,0,0,0,0,1,1890
3,2,14,0,0,0,4260000,0,0,1,1891
3,2,16,1,16,0,0,0,0,1,1891
3,2,16,6,15,0,0,0,0,1,1891
3,2,16,0,0,0,0,0,0,1,1891
3,2,16,0,0,0,0,0,0,1,1891
3,2,78,0,0,0,840000,0,0,1,1892
3,2,80,1,35,0,0,0,0,1,1892
3,2,80,4,21,0,0,0,0,1,1892
3,2,14,0,0,0,480000,0,0,1,1893
3,2,16,1,16,0,0,0,0,1,1893
3,2,16,6,15,0,0,0,0,1,1893
3,2,16,0,0,0,0,0,0,1,1893
3,2,16,0,0,0,0,0,0,1,1893
3,2,59,0,0,0,6e+05,0,0,1,1894
3,2,61,4,23,0,0,0,0,1,1894
3,2,61,2,26,0,0,0,0,1,1894
3,2,37,0,0,0,6e+05,0,0,1,1895
3,2,39,3,17,0,0,0,0,1,1895
3,2,39,3,17,0,0,0,0,1,1895
3,2,39,0,0,0,0,0,0,1,1895
3,2,39,0,0,0,0,0,0,1,1895
3,2,29,0,0,0,3e+05,0,0,1,1896
3,2,31,2,18,215000,215000,42,0,1,1896
3,2,31,2,17,0,0,0,0,1,1896
3,2,31,0,0,0,0,0,0,1,1896
3,2,31,0,0,0,0,0,0,1,1896
3,2,14,0,0,0,3e+05,0,0,1,1897
3,2,16,1,16,0,0,0,0,1,1897
3,2,16,6,15,0,0,0,0,1,1897
3,2,16,0,0,0,0,0,0,1,1897
3,2,16,0,0,0,0,0,0,1,1897
3,2,78,0,0,0,0,0,0,1,1898
3,2,80,1,35,0,0,0,0,1,1898
3,2,80,4,21,0,0,0,0,1,1898
3,2,14,0,0,0,2e+05,0,0,1,1899
3,2,16,1,16,0,0,0,0,1,1899
3,2,16,6,15,0,0,0,0,1,1899
3,2,16,0,0,0,0,0,0,1,1899
3,2,16,0,0,0,0,0,0,1,1899
3,2,34,0,0,0,180000,0,0,1,1900
3,2,36,6,15,280000,280000,43,0,1,1900
3,2,36,3,16,0,0,0,0,1,1900
3,2,14,0,0,0,120000,0,0,1,1901
3,2,16,1,16,0,0,0,0,1,1901
3,2,16,6,15,0,0,0,0,1,1901
3,2,16,0,0,0,0,0,0,1,1901
3,2,16,0,0,0,0,0,0,1,1901
3,2,83,0,0,0,0,0,0,1,1902
3,2,85,11,15,0,0,0,0,1,1902
3,2,85,6,22,0,0,0,0,1,1902
3,2,23,0,0,210000,1050000,45,2,2,1903
3,2,25,1,99,3e+05,3e+05,30,0,2,1903
3,2,25,1,22,0,0,0,0,2,1903
3,2,25,0,0,0,0,0,0,2,1903
3,2,25,0,0,420000,420000,45,0,2,1903
3,2,27,0,0,4e+05,850000,60,2,2,1904
3,2,29,4,18,0,0,0,0,2,1904
3,2,29,2,21,0,0,0,0,2,1904
3,2,29,0,0,350000,350000,45,0,2,1904
3,2,29,0,0,298000,298000,45,0,2,1904
3,2,62,0,0,0,260000,0,0,2,1905
3,2,64,1,33,0,0,0,0,2,1905
3,2,64,1,35,0,0,0,0,2,1905
3,2,16,0,0,0,1800000,0,0,2,1906
3,2,18,1,17,0,0,0,0,2,1906
3,2,18,1,17,0,0,0,0,2,1906
3,2,18,0,0,0,0,0,0,2,1906
3,2,18,0,0,0,0,0,0,2,1906
3,2,24,0,0,0,4e+05,0,0,2,1907
3,2,26,3,19,0,0,0,0,2,1907
3,2,26,1,21,0,0,0,0,2,1907
3,2,26,0,0,241000,241000,45,0,2,1907
3,2,26,0,0,3e+05,3e+05,40,0,2,1907
3,2,61,0,0,0,0,0,0,2,1908
3,2,63,6,18,350000,350000,45,0,2,1908
3,2,63,7,21,0,0,0,0,2,1908
3,2,14,0,0,0,1900090,0,0,2,1909
3,2,16,1,14,0,0,0,0,2,1909
3,2,16,1,16,0,0,0,0,2,1909
3,2,16,0,0,0,0,0,0,2,1909
3,2,16,0,0,0,0,0,0,2,1909
3,2,20,0,0,0,250000,0,0,2,1910
3,2,22,1,17,0,0,0,0,2,1910
3,2,22,1,20,0,0,0,0,2,1910
3,2,22,0,0,350000,350000,45,0,2,1910
3,2,22,0,0,241000,241000,45,0,2,1910
3,2,14,0,0,0,250000,0,0,2,1911
3,2,16,1,14,0,0,0,0,2,1911
3,2,16,1,16,0,0,0,0,2,1911
3,2,16,0,0,0,0,0,0,2,1911
3,2,16,0,0,0,0,0,0,2,1911
3,2,24,0,0,0,1212952,8,2,2,1912
3,2,26,3,19,0,0,0,0,2,1912
3,2,26,1,21,0,0,0,0,2,1912
3,2,26,0,0,241000,241000,45,0,2,1912
3,2,26,0,0,3e+05,3e+05,40,0,2,1912
3,2,15,0,0,0,450000,0,0,2,1913
3,2,17,1,15,0,0,0,0,2,1913
3,2,17,1,16,0,0,0,0,2,1913
3,2,17,0,0,0,0,0,0,2,1913
3,2,17,0,0,0,0,0,0,2,1913
3,2,20,0,0,0,760000,0,0,2,1914
3,2,22,1,17,0,0,0,0,2,1914
3,2,22,1,20,0,0,0,0,2,1914
3,2,22,0,0,350000,350000,45,0,2,1914
3,2,22,0,0,241000,241000,45,0,2,1914
3,2,18,0,0,180000,570000,30,2,2,1915
3,2,20,1,17,240000,240000,45,0,2,1915
3,2,20,1,19,0,0,0,0,2,1915
3,2,20,0,0,380000,380000,48,0,2,1915
3,2,20,0,0,0,0,0,0,2,1915
3,2,15,0,0,0,510000,0,0,2,1916
3,2,17,1,15,0,0,0,0,2,1916
3,2,17,1,16,0,0,0,0,2,1916
3,2,17,0,0,0,0,0,0,2,1916
3,2,17,0,0,0,0,0,0,2,1916
3,2,16,0,0,0,498000,0,0,2,1917
3,2,18,1,17,0,0,0,0,2,1917
3,2,18,1,17,0,0,0,0,2,1917
3,2,18,0,0,0,0,0,0,2,1917
3,2,18,0,0,0,0,0,0,2,1917
3,2,18,0,0,0,6e+05,0,0,2,1918
3,2,20,1,17,240000,240000,45,0,2,1918
3,2,20,1,19,0,0,0,0,2,1918
3,2,20,0,0,380000,380000,48,0,2,1918
3,2,20,0,0,0,0,0,0,2,1918
3,2,16,0,0,0,3e+05,0,0,2,1919
3,2,18,1,17,0,0,0,0,2,1919
3,2,18,1,17,0,0,0,0,2,1919
3,2,18,0,0,0,0,0,0,2,1919
3,2,18,0,0,0,0,0,0,2,1919
3,2,20,0,0,0,960000,0,0,2,1920
3,2,22,1,17,0,0,0,0,2,1920
3,2,22,1,20,0,0,0,0,2,1920
3,2,22,0,0,350000,350000,45,0,2,1920
3,2,22,0,0,241000,241000,45,0,2,1920
3,2,18,0,0,0,650000,0,0,2,1921
3,2,20,1,17,240000,240000,45,0,2,1921
3,2,20,1,19,0,0,0,0,2,1921
3,2,20,0,0,380000,380000,48,0,2,1921
3,2,20,0,0,0,0,0,0,2,1921
3,2,17,0,0,0,1204000,0,0,2,1922
3,2,19,1,18,0,0,0,0,2,1922
3,2,19,2,17,330000,330000,45,0,2,1922
3,2,19,0,0,150000,150000,30,0,2,1922
3,2,19,0,0,248000,248000,48,0,2,1922
3,2,15,0,0,0,1204000,0,0,2,1923
3,2,17,1,15,0,0,0,0,2,1923
3,2,17,1,16,0,0,0,0,2,1923
3,2,17,0,0,0,0,0,0,2,1923
3,2,17,0,0,0,0,0,0,2,1923
3,2,16,0,0,0,3e+06,0,0,2,1924
3,2,18,1,17,0,0,0,0,2,1924
3,2,18,1,17,0,0,0,0,2,1924
3,2,18,0,0,0,0,0,0,2,1924
3,2,18,0,0,0,0,0,0,2,1924
3,2,16,0,0,0,650000,0,0,2,1925
3,2,18,1,17,0,0,0,0,2,1925
3,2,18,1,17,0,0,0,0,2,1925
3,2,18,0,0,0,0,0,0,2,1925
3,2,18,0,0,0,0,0,0,2,1925
3,2,17,0,0,0,550000,0,0,2,1926
3,2,19,1,18,0,0,0,0,2,1926
3,2,19,2,17,330000,330000,45,0,2,1926
3,2,19,0,0,150000,150000,30,0,2,1926
3,2,19,0,0,248000,248000,48,0,2,1926
3,2,21,0,0,3e+05,2500000,45,2,2,1927
3,2,23,1,21,241000,241000,45,0,2,1927
3,2,23,1,19,0,0,0,0,2,1927
3,2,23,0,0,0,0,0,0,2,1927
3,2,23,0,0,250000,250000,45,0,2,1927
3,2,19,0,0,0,0,0,0,2,1928
3,2,21,2,18,0,0,0,0,2,1928
3,2,21,1,20,0,0,0,0,2,1928
3,2,21,0,0,280000,280000,45,0,2,1928
3,2,21,0,0,250000,250000,45,0,2,1928
3,2,16,0,0,0,0,0,0,2,1929
3,2,18,1,17,0,0,0,0,2,1929
3,2,18,1,17,0,0,0,0,2,1929
3,2,18,0,0,0,0,0,0,2,1929
3,2,18,0,0,0,0,0,0,2,1929
3,2,18,0,0,0,760000,0,0,2,1930
3,2,20,1,17,240000,240000,45,0,2,1930
3,2,20,1,19,0,0,0,0,2,1930
3,2,20,0,0,380000,380000,48,0,2,1930
3,2,20,0,0,0,0,0,0,2,1930
3,2,16,0,0,0,550000,0,0,2,1931
3,2,18,1,17,0,0,0,0,2,1931
3,2,18,1,17,0,0,0,0,2,1931
3,2,18,0,0,0,0,0,0,2,1931
3,2,18,0,0,0,0,0,0,2,1931
3,2,18,0,0,0,3e+05,0,0,2,1932
3,2,20,1,17,240000,240000,45,0,2,1932
3,2,20,1,19,0,0,0,0,2,1932
3,2,20,0,0,380000,380000,48,0,2,1932
3,2,20,0,0,0,0,0,0,2,1932
3,2,28,0,0,0,0,0,0,2,1933
3,2,30,1,25,380000,380000,45,0,2,1933
3,2,30,2,21,0,0,0,0,2,1933
3,2,30,0,0,0,0,0,0,2,1933
3,2,30,0,0,240000,240000,48,0,2,1933
3,2,14,0,0,0,1e+06,0,0,2,1934
3,2,16,1,14,0,0,0,0,2,1934
3,2,16,1,16,0,0,0,0,2,1934
3,2,16,0,0,0,0,0,0,2,1934
3,2,16,0,0,0,0,0,0,2,1934
3,2,17,0,0,0,3e+05,0,0,2,1935
3,2,19,1,18,0,0,0,0,2,1935
3,2,19,2,17,330000,330000,45,0,2,1935
3,2,19,0,0,150000,150000,30,0,2,1935
3,2,19,0,0,248000,248000,48,0,2,1935
3,2,21,0,0,3e+05,3e+05,45,2,2,1936
3,2,23,1,21,241000,241000,45,0,2,1936
3,2,23,1,19,0,0,0,0,2,1936
3,2,23,0,0,0,0,0,0,2,1936
3,2,23,0,0,250000,250000,45,0,2,1936
3,2,15,0,0,0,210000,0,0,2,1937
3,2,17,1,15,0,0,0,0,2,1937
3,2,17,1,16,0,0,0,0,2,1937
3,2,17,0,0,0,0,0,0,2,1937
3,2,17,0,0,0,0,0,0,2,1937
3,2,17,0,0,0,450000,0,0,2,1938
3,2,19,1,18,0,0,0,0,2,1938
3,2,19,2,17,330000,330000,45,0,2,1938
3,2,19,0,0,150000,150000,30,0,2,1938
3,2,19,0,0,248000,248000,48,0,2,1938
3,2,19,0,0,210000,630000,45,2,2,1939
3,2,21,2,18,0,0,0,0,2,1939
3,2,21,1,20,0,0,0,0,2,1939
3,2,21,0,0,280000,280000,45,0,2,1939
3,2,21,0,0,250000,250000,45,0,2,1939
3,2,18,0,0,0,450000,0,0,2,1940
3,2,20,1,17,240000,240000,45,0,2,1940
3,2,20,1,19,0,0,0,0,2,1940
3,2,20,0,0,380000,380000,48,0,2,1940
3,2,20,0,0,0,0,0,0,2,1940
3,2,16,0,0,0,1300000,0,0,2,1941
3,2,18,1,17,0,0,0,0,2,1941
3,2,18,1,17,0,0,0,0,2,1941
3,2,18,0,0,0,0,0,0,2,1941
3,2,18,0,0,0,0,0,0,2,1941
3,2,22,0,0,210000,1060000,44,2,2,1942
3,2,24,2,17,0,0,0,0,2,1942
3,2,24,1,23,4e+05,4e+05,45,0,2,1942
3,2,24,0,0,450000,450000,45,0,2,1942
3,2,24,0,0,0,0,0,0,2,1942
3,2,15,0,0,0,450000,0,0,2,1943
3,2,17,1,15,0,0,0,0,2,1943
3,2,17,1,16,0,0,0,0,2,1943
3,2,17,0,0,0,0,0,0,2,1943
3,2,17,0,0,0,0,0,0,2,1943
3,2,18,0,0,0,7e+05,45,2,2,1944
3,2,20,1,17,240000,240000,45,0,2,1944
3,2,20,1,19,0,0,0,0,2,1944
3,2,20,0,0,380000,380000,48,0,2,1944
3,2,20,0,0,0,0,0,0,2,1944
3,2,52,0,0,210000,810000,44,2,2,1945
3,2,54,3,22,0,0,0,0,2,1945
3,2,54,1,26,230000,230000,50,0,2,1945
3,2,54,0,0,7e+05,7e+05,45,0,2,1945
3,2,54,0,0,3e+05,3e+05,45,0,2,1945
3,2,15,0,0,0,0,0,0,2,1946
3,2,17,1,15,0,0,0,0,2,1946
3,2,17,1,16,0,0,0,0,2,1946
3,2,17,0,0,0,0,0,0,2,1946
3,2,17,0,0,0,0,0,0,2,1946
3,2,59,0,0,0,2e+05,0,0,2,1947
3,2,61,7,18,0,0,0,0,2,1947
3,2,61,5,19,4e+05,4e+05,45,0,2,1947
3,2,61,0,0,4e+05,4e+05,20,0,2,1947
3,2,61,0,0,0,0,0,0,2,1947
3,2,15,0,0,0,650000,0,0,2,1948
3,2,17,1,15,0,0,0,0,2,1948
3,2,17,1,16,0,0,0,0,2,1948
3,2,17,0,0,0,0,0,0,2,1948
3,2,17,0,0,0,0,0,0,2,1948
3,2,15,0,0,0,6e+05,0,0,2,1949
3,2,17,1,15,0,0,0,0,2,1949
3,2,17,1,16,0,0,0,0,2,1949
3,2,17,0,0,0,0,0,0,2,1949
3,2,17,0,0,0,0,0,0,2,1949
3,2,18,0,0,0,1970000,0,0,2,1950
3,2,20,1,17,240000,240000,45,0,2,1950
3,2,20,1,19,0,0,0,0,2,1950
3,2,20,0,0,380000,380000,48,0,2,1950
3,2,20,0,0,0,0,0,0,2,1950
3,2,65,0,0,0,6e+05,0,2,2,1951
3,2,67,1,24,0,0,0,0,2,1951
3,2,67,5,19,0,0,0,0,2,1951
3,2,67,0,0,250000,250000,48,0,2,1951
3,2,67,0,0,0,0,0,0,2,1951
3,2,44,0,0,0,5e+05,0,0,2,1952
3,2,46,1,24,240000,240000,48,0,2,1952
3,2,46,3,17,360000,360000,45,0,2,1952
3,2,46,0,0,350000,350000,45,0,2,1952
3,2,16,0,0,0,1240000,0,0,2,1953
3,2,18,1,17,0,0,0,0,2,1953
3,2,18,1,17,0,0,0,0,2,1953
3,2,18,0,0,0,0,0,0,2,1953
3,2,18,0,0,0,0,0,0,2,1953
3,2,60,0,0,350000,350000,44,2,2,1954
3,2,62,1,30,0,0,0,0,2,1954
3,2,62,2,17,788000,788000,50,0,2,1954
3,2,62,0,0,350000,350000,45,0,2,1954
3,2,18,0,0,0,1250000,0,0,2,1955
3,2,20,1,17,240000,240000,45,0,2,1955
3,2,20,1,19,0,0,0,0,2,1955
3,2,20,0,0,380000,380000,48,0,2,1955
3,2,20,0,0,0,0,0,0,2,1955
3,2,16,0,0,0,1e+06,0,0,2,1956
3,2,18,1,17,0,0,0,0,2,1956
3,2,18,1,17,0,0,0,0,2,1956
3,2,18,0,0,0,0,0,0,2,1956
3,2,18,0,0,0,0,0,0,2,1956
3,2,79,0,0,3e+05,3e+05,45,2,2,1957
3,2,81,9,24,0,0,0,0,2,1957
3,2,81,1,25,0,0,0,0,2,1957
3,2,39,0,0,0,8e+05,0,0,2,1958
3,2,41,1,20,350000,350000,45,0,2,1958
3,2,41,2,17,320000,320000,48,0,2,1958
3,2,41,0,0,4e+05,4e+05,45,0,2,1958
3,2,41,0,0,3e+05,3e+05,45,0,2,1958
3,2,41,0,0,2e+05,8e+05,25,2,2,1959
3,2,43,2,20,1e+05,1e+05,25,0,2,1959
3,2,43,3,18,350000,350000,45,0,2,1959
3,2,15,0,0,0,1e+06,0,0,2,1960
3,2,17,1,15,0,0,0,0,2,1960
3,2,17,1,16,0,0,0,0,2,1960
3,2,17,0,0,0,0,0,0,2,1960
3,2,17,0,0,0,0,0,0,2,1960
3,2,72,0,0,0,350000,0,0,2,1961
3,2,74,4,19,0,0,0,0,2,1961
3,2,74,1,99,0,0,0,0,2,1961
3,2,74,0,0,0,0,0,0,2,1961
3,2,74,0,0,0,0,0,0,2,1961
3,2,72,0,0,0,1e+05,0,0,2,1962
3,2,74,4,19,0,0,0,0,2,1962
3,2,74,1,99,0,0,0,0,2,1962
3,2,74,0,0,0,0,0,0,2,1962
3,2,74,0,0,0,0,0,0,2,1962
3,2,62,0,0,1e+05,1e+05,48,2,2,1963
3,2,64,1,33,0,0,0,0,2,1963
3,2,64,1,35,0,0,0,0,2,1963
3,2,22,0,0,2e+05,7e+05,40,2,2,1964
3,2,24,2,17,0,0,0,0,2,1964
3,2,24,1,23,4e+05,4e+05,45,0,2,1964
3,2,24,0,0,450000,450000,45,0,2,1964
3,2,24,0,0,0,0,0,0,2,1964
3,2,19,0,0,150000,790000,30,2,2,1965
3,2,21,2,18,0,0,0,0,2,1965
3,2,21,1,20,0,0,0,0,2,1965
3,2,21,0,0,280000,280000,45,0,2,1965
3,2,21,0,0,250000,250000,45,0,2,1965
3,2,15,0,0,0,510000,0,0,2,1966
3,2,17,1,15,0,0,0,0,2,1966
3,2,17,1,16,0,0,0,0,2,1966
3,2,17,0,0,0,0,0,0,2,1966
3,2,17,0,0,0,0,0,0,2,1966
3,2,20,0,0,210000,1649000,45,2,2,1967
3,2,22,1,17,0,0,0,0,2,1967
3,2,22,1,20,0,0,0,0,2,1967
3,2,22,0,0,350000,350000,45,0,2,1967
3,2,22,0,0,241000,241000,45,0,2,1967
3,2,20,0,0,210000,420000,45,2,2,1968
3,2,22,1,17,0,0,0,0,2,1968
3,2,22,1,20,0,0,0,0,2,1968
3,2,22,0,0,350000,350000,45,0,2,1968
3,2,22,0,0,241000,241000,45,0,2,1968
3,2,54,0,0,210000,420000,45,2,2,1969
3,2,56,3,19,0,0,0,0,2,1969
3,2,56,4,20,0,0,0,0,2,1969
3,2,56,0,0,0,0,0,0,2,1969
3,2,29,0,0,210000,760000,45,2,2,1970
3,2,31,3,15,250000,250000,30,0,2,1970
3,2,31,1,30,0,0,0,0,2,1970
3,2,31,0,0,0,0,0,0,2,1970
3,2,31,0,0,4e+05,4e+05,45,0,2,1970
3,2,14,0,0,0,410000,0,0,2,1971
3,2,16,1,14,0,0,0,0,2,1971
3,2,16,1,16,0,0,0,0,2,1971
3,2,16,0,0,0,0,0,0,2,1971
3,2,16,0,0,0,0,0,0,2,1971
3,2,16,0,0,0,1100000,0,0,2,1972
3,2,18,1,17,0,0,0,0,2,1972
3,2,18,1,17,0,0,0,0,2,1972
3,2,18,0,0,0,0,0,0,2,1972
3,2,18,0,0,0,0,0,0,2,1972
3,2,18,0,0,0,210000,0,0,2,1973
3,2,20,1,17,240000,240000,45,0,2,1973
3,2,20,1,19,0,0,0,0,2,1973
3,2,20,0,0,380000,380000,48,0,2,1973
3,2,20,0,0,0,0,0,0,2,1973
3,2,21,0,0,350000,750000,45,2,2,1974
3,2,23,1,21,241000,241000,45,0,2,1974
3,2,23,1,19,0,0,0,0,2,1974
3,2,23,0,0,0,0,0,0,2,1974
3,2,23,0,0,250000,250000,45,0,2,1974
3,2,14,0,0,0,9e+05,0,0,2,1975
3,2,16,1,14,0,0,0,0,2,1975
3,2,16,1,16,0,0,0,0,2,1975
3,2,16,0,0,0,0,0,0,2,1975
3,2,16,0,0,0,0,0,0,2,1975
3,2,17,0,0,0,4e+05,0,0,2,1976
3,2,19,1,18,0,0,0,0,2,1976
3,2,19,2,17,330000,330000,45,0,2,1976
3,2,19,0,0,150000,150000,30,0,2,1976
3,2,19,0,0,248000,248000,48,0,2,1976
3,2,15,0,0,0,590000,0,0,2,1977
3,2,17,1,15,0,0,0,0,2,1977
3,2,17,1,16,0,0,0,0,2,1977
3,2,17,0,0,0,0,0,0,2,1977
3,2,17,0,0,0,0,0,0,2,1977
3,2,47,0,0,0,425000,0,0,2,1978
3,2,49,4,20,0,0,0,0,2,1978
3,2,49,4,19,148000,148000,42,0,2,1978
3,2,19,0,0,0,550000,0,0,2,1979
3,2,21,2,18,0,0,0,0,2,1979
3,2,21,1,20,0,0,0,0,2,1979
3,2,21,0,0,280000,280000,45,0,2,1979
3,2,21,0,0,250000,250000,45,0,2,1979
3,2,17,0,0,0,675000,0,0,2,1980
3,2,19,1,18,0,0,0,0,2,1980
3,2,19,2,17,330000,330000,45,0,2,1980
3,2,19,0,0,150000,150000,30,0,2,1980
3,2,19,0,0,248000,248000,48,0,2,1980
3,2,18,0,0,0,940000,0,0,2,1981
3,2,20,1,17,240000,240000,45,0,2,1981
3,2,20,1,19,0,0,0,0,2,1981
3,2,20,0,0,380000,380000,48,0,2,1981
3,2,20,0,0,0,0,0,0,2,1981
3,2,15,0,0,0,870000,0,0,2,1982
3,2,17,1,15,0,0,0,0,2,1982
3,2,17,1,16,0,0,0,0,2,1982
3,2,17,0,0,0,0,0,0,2,1982
3,2,17,0,0,0,0,0,0,2,1982
3,2,14,0,0,0,1100000,0,0,2,1983
3,2,16,1,14,0,0,0,0,2,1983
3,2,16,1,16,0,0,0,0,2,1983
3,2,16,0,0,0,0,0,0,2,1983
3,2,16,0,0,0,0,0,0,2,1983
3,2,18,0,0,0,5e+05,0,0,2,1984
3,2,20,1,17,240000,240000,45,0,2,1984
3,2,20,1,19,0,0,0,0,2,1984
3,2,20,0,0,380000,380000,48,0,2,1984
3,2,20,0,0,0,0,0,0,2,1984
3,2,15,0,0,0,320000,0,0,2,1985
3,2,17,1,15,0,0,0,0,2,1985
3,2,17,1,16,0,0,0,0,2,1985
3,2,17,0,0,0,0,0,0,2,1985
3,2,17,0,0,0,0,0,0,2,1985
3,2,17,0,0,0,7e+05,0,0,2,1986
3,2,19,1,18,0,0,0,0,2,1986
3,2,19,2,17,330000,330000,45,0,2,1986
3,2,19,0,0,150000,150000,30,0,2,1986
3,2,19,0,0,248000,248000,48,0,2,1986
3,2,20,0,0,0,570000,0,0,2,1987
3,2,22,1,17,0,0,0,0,2,1987
3,2,22,1,20,0,0,0,0,2,1987
3,2,22,0,0,350000,350000,45,0,2,1987
3,2,22,0,0,241000,241000,45,0,2,1987
3,2,20,0,0,0,180000,0,0,2,1988
3,2,22,1,17,0,0,0,0,2,1988
3,2,22,1,20,0,0,0,0,2,1988
3,2,22,0,0,350000,350000,45,0,2,1988
3,2,22,0,0,241000,241000,45,0,2,1988
3,2,22,0,0,0,6e+05,0,0,2,1989
3,2,24,2,17,0,0,0,0,2,1989
3,2,24,1,23,4e+05,4e+05,45,0,2,1989
3,2,24,0,0,450000,450000,45,0,2,1989
3,2,24,0,0,0,0,0,0,2,1989
3,2,16,0,0,0,1868189,0,0,2,1990
3,2,18,1,17,0,0,0,0,2,1990
3,2,18,1,17,0,0,0,0,2,1990
3,2,18,0,0,0,0,0,0,2,1990
3,2,18,0,0,0,0,0,0,2,1990
3,2,16,0,0,0,1780000,0,0,2,1991
3,2,18,1,17,0,0,0,0,2,1991
3,2,18,1,17,0,0,0,0,2,1991
3,2,18,0,0,0,0,0,0,2,1991
3,2,18,0,0,0,0,0,0,2,1991
3,2,15,0,0,0,250000,0,0,2,1992
3,2,17,1,15,0,0,0,0,2,1992
3,2,17,1,16,0,0,0,0,2,1992
3,2,17,0,0,0,0,0,0,2,1992
3,2,17,0,0,0,0,0,0,2,1992
3,2,15,0,0,0,3e+05,0,0,2,1993
3,2,17,1,15,0,0,0,0,2,1993
3,2,17,1,16,0,0,0,0,2,1993
3,2,17,0,0,0,0,0,0,2,1993
3,2,17,0,0,0,0,0,0,2,1993
3,2,17,0,0,0,210000,0,0,2,1994
3,2,19,1,18,0,0,0,0,2,1994
3,2,19,2,17,330000,330000,45,0,2,1994
3,2,19,0,0,150000,150000,30,0,2,1994
3,2,19,0,0,248000,248000,48,0,2,1994
3,2,14,0,0,0,310000,0,0,2,1995
3,2,16,1,14,0,0,0,0,2,1995
3,2,16,1,16,0,0,0,0,2,1995
3,2,16,0,0,0,0,0,0,2,1995
3,2,16,0,0,0,0,0,0,2,1995
3,2,18,0,0,0,1450000,0,0,2,1996
3,2,20,1,17,240000,240000,45,0,2,1996
3,2,20,1,19,0,0,0,0,2,1996
3,2,20,0,0,380000,380000,48,0,2,1996
3,2,20,0,0,0,0,0,0,2,1996
3,2,20,0,0,90000,440000,16,2,2,1997
3,2,22,1,17,0,0,0,0,2,1997
3,2,22,1,20,0,0,0,0,2,1997
3,2,22,0,0,350000,350000,45,0,2,1997
3,2,22,0,0,241000,241000,45,0,2,1997
3,2,16,0,0,0,539120,0,0,2,1998
3,2,18,1,17,0,0,0,0,2,1998
3,2,18,1,17,0,0,0,0,2,1998
3,2,18,0,0,0,0,0,0,2,1998
3,2,18,0,0,0,0,0,0,2,1998
3,2,17,0,0,0,798571,0,0,2,1999
3,2,19,1,18,0,0,0,0,2,1999
3,2,19,2,17,330000,330000,45,0,2,1999
3,2,19,0,0,150000,150000,30,0,2,1999
3,2,19,0,0,248000,248000,48,0,2,1999
3,2,18,0,0,0,4e+06,0,0,2,2000
3,2,20,1,17,240000,240000,45,0,2,2000
3,2,20,1,19,0,0,0,0,2,2000
3,2,20,0,0,380000,380000,48,0,2,2000
3,2,20,0,0,0,0,0,0,2,2000
